,Id,News_Headlines,Viral_Anticipated_News
7366,7366,Operation Stolen Promise: What to know about the ICE-Homeland Security initiative to stop coronavirus fraud,1968
7367,7367,Royal Caribbean files patent application for 'Seaface' mask for 'virus isolation purposes',1970
7368,7368,"Fed's interest rate cuts impacts savings, credit and loans — here's how you can save money",1970
7369,7369,Coronavirus nursing home policy — this Cuomo approach proves tragic,1970
7370,7370,Coronavirus fight – Would 'Medicare-for-all' have improved US response to COVID-19?,1970
7371,7371,"
Amid coronavirus crisis, look for these messages of hope and inspiration",1971
7372,7372,"TSA sees uptick in travel, screens highest number of passengers since April 3",1971
7373,7373,McDonald's location in England reopens as coronavirus drive-thru testing site,1971
7374,7374,"John Krasinski hosts potluck with Martha Stewart, Stanley Tucci on 'Some Good News'",1971
7375,7375,Bill Gates says foundation will only focus on COVID-19: Crisis will cost 'tens of trillions of dollars',1971
7376,7376,"
Adam Schlesinger's girlfriend shares heartbreaking story of her final days with the Fountains of Wayne artist",1971
7377,7377,Dr. Saphier on whether going to beaches is safe amid coronavirus outbreak,1971
7378,7378,Andy McCarthy: 'Burden of proof' is on government to show why 'liberty' must be taken,1971
7379,7379,Newt Gingrich: How to hold China accountable for 'lying to the world' about coronavirus,1972
7380,7380,Joe Concha calls out obvious 'bias of omission' as media largely ignores Biden's accuser,1973
7381,7381,Ex-Sanders campaign official: Why won't Bernie speak up about Joe Biden sexual assault allegation?,1973
7382,7382,New Yorkers trust Cuomo over Trump on coronavirus crisis: poll,1973
7383,7383,Sen. Cotton asks how Dems who believed claims against Kavanaugh could 'possibly agree' to be Biden running mate,1973
7384,7384,Speculation mounts over Flynn case as new DOJ documents turned over,1973
7385,7385,Schumer proposing measure to block Trump's name from future coronavirus relief checks,1973
7386,7386,"Jeff Sessions says campaigning amid social distancing restrictions is ‘strange,’ China ‘anger’ resonating",1974
7387,7387,"Severe weather threat returns for Southern Plains, Midwest as record heat bakes Southwest, Southern California",1975
7388,7388,"Snow for interior Northeast, as storm system brings damp, dreary conditions",1976
7389,7389,"Virginia Gov. Northam sued by pastor facing fine, jail for holding 16-person service",1977
7390,7390,Couple helps struggling Key West residents during coronavirus downturn,1977
7391,7391,Jared Kushner on coronavirus: We're trying to make sure we're never relying on foreign supplies again,1978
7392,7392,Lightning kills at least 10 in India amid heavy rain,1978
7393,7393,Notre Dame Cathedral restoration paused by coronavirus to restart as protective measures for staff taken,1979
7394,7394,"New Zealand claims coronavirus battle ‘won’ as new cases fall to single digits, lockdown eases",1979
7395,7395,Chile introduces 'release certificates' for recovered coronavirus patients despite WHO warning,1980
7396,7396,Kim Jong Un sends 'thanks' to workers at North Korean tourist zone amid health rumors,1980
7397,7397,Steve Hilton: What do we have to do to get our leaders to follow the coronavirus data and science and end the shutdown?,1980
7398,7398,Michael Goodwin: Coronavirus nursing home policy — this Cuomo approach proves tragic,1980
7399,7399,Robert Garrett: Coronavirus – 6 lessons from a New Jersey hospital system on the front lines,1980
7400,7400,Sally Pipes: Coronavirus fight – Would 'Medicare-for-all' have improved US response to COVID-19?,1980
7401,7401,"T.J. Rodgers: Do lockdowns save many lives? In most places, data say no",1980
7402,7402,Elizabeth Hurley celebrates mother’s 80th birthday during lockdown,1980
7403,7403,"Haylie Duff on how she, sister Hilary Duff are keeping their kids busy in quarantine: ‘Everything’s different’",1980
7404,7404,"Cameron Diaz gushes about husband Benji Madden: 'I love being married'
",1982
7405,7405,"Kate Middleton, Prince William and their children applaud health care workers",1982
7406,7406,"Richard Gere, 70, and wife Alejandra Silva, 37, welcome second child together",1982
7407,7407,"John Krasinski hosts potluck with Martha Stewart, Stanley Tucci on 'Some Good News'",1982
7408,7408,Adam Schlesinger's girlfriend shares heartbreaking story of her final days with the Fountains of Wayne artist,1982
7409,7409,"
Man arrested in drive-by shooting at 'Duck Dynasty' star's home as family says they are 'pretty shook up'",1982
7410,7410,Elizabeth Hurley celebrates mother’s 80th birthday during lockdown,1982
7411,7411,Bryan Cranston questions sanity of 'deeply troubled' Donald Trump and his supporters,1982
7412,7412,"Michael Jordan still heated over wars with 'Bad Boys' Pistons, Isiah Thomas",1982
7413,7413,Michael Jordan turned down chance at playing for MLB team,1984
7414,7414,"Michael Jordan's 'greatest accomplishment' was what he did off the basketball court, Alex Rodriguez says",1984
7415,7415,"Bulls let Dennis Rodman take vacation during NBA title-winning season, Michael Jordan dragged him back",1984
7416,7416,"Tulane basketball star arrested in connection with Georgia murder, officials say",1984
7417,7417,McEnany: Americans are strong and will get back on their feet,1984
7418,7418,Gov. Noem says South Dakota needs flexibility from Congress on how funding can be spent,1984
7419,7419,Amid coronavirus pandemic uncertainty for hospitality leaders ahead of re-openings,1985
7420,7420,"Cardinal Dolan on Trump attending his virtual mass, financial blow of COVID-19 on houses of worship",1985
7421,7421,Coronavirus pandemic: NY Restaurant makes thousands of meals for first responders,1987
7422,7422,Asking banks for help during coronavirus pandemic: What to know,1988
7423,7423,"Fed's interest rate cuts impacts savings, credit and loans — here's how you can save money",1988
7424,7424,Father-son duo's financial literacy video goes viral,1988
7425,7425,"Disney touts 'giving spirit' as 100,000 workers go unpaid",1988
7426,7426,How coronavirus could damage Social Security,1988
7427,7427,Bill Gates says foundation will only focus on COVID-19: Crisis will cost 'tens of trillions of dollars',1988
7428,7428,California city official resigns after allegedly throwing cat during Zoom meeting,1988
7429,7429,Online call by African-American USC students reportedly 'Zoom-bombed' by users in blackface,1988
7430,7430,"Home-based jobs, sanitize your phone, COVID conspiracies and more: Tech Q&A",1988
7431,7431,"Susan Sarandon, a Sanders backer, tweets in support of Biden's sexual assault accuser",1988
7432,7432,Louisiana pastor breaks house arrest to hold Sunday service amid coronavirus stay-at-home orders,1988
7433,7433,"Christen Limbaugh Bloom: God using coronavirus crisis to touch hearts of individuals, create revival in church",1988
7434,7434,Federal judge says Mississippi church can hold drive-in services,1988
7435,7435,Celebrity chef Paula Deen shares a prayer for nation amid coronavirus pandemic,1989
7436,7436,NFL quarterback sends message of hope during coronavirus pandemic,1989
7437,7437,Watch Denny Hamlin's 7-year-old daughter ruin his eNASCAR race in the cutest way,1989
7438,7438,"Dirty cars are a major dating turn-off, survey finds",1989
7439,7439,Alex Bowman wins at digital Talladega in virtual NASCAR series,1989
7440,7440,"NASCAR's Ryan Newman says he'll be ready to drive again when racing resumes, after recovering from fiery crash",1989
7441,7441,Mustang driver arrested for 'racing' Indiana police at 120 mph,1990
7442,7442,"
Washington state anglers protest fishing ban amid coronavirus outbreak: 'Let us fish'",1990
7443,7443,Thousands hit Southern California beaches to cool off amid coronavirus stay-at-home order,1990
7444,7444,"CNN's Chris Cuomo was 'like a boiling pot' in Easter clash over breaking quarantine, cyclist says",1990
7445,7445,"Ohio's bald eagle population soaring, state officials say: 'One of Ohio's greatest wildlife success stories'",1990
7446,7446,Coronavirus prompts New Hampshire fishermen to start new venture: ‘Boat-to-table’,1990
7447,7447,McDonald's location in England reopens as coronavirus drive-thru testing site,1990
7448,7448,Uncertainty for hospitality businesses across US ahead of reopenings,1991
7449,7449,"'Food supply chain is breaking,' Tyson Foods chairman says as processing plants continue to close",1991
7450,7450,"America Together: Restaurant, Brooklyn Marina provide thousands of meals to New York’s first responders",1991
7451,7451,4 recipes perfect for date night,1992
7452,7452,Rental owners say there's 'no light at the end of tunnel' amid coronavirus,1992
7453,7453,New Jersey landlord praised for waiving 3 months of rent: 'He exemplifies the spirit we need to see',1995
7454,7454,NJ man resurrects risqué Easter bunny lawn display,1995
7455,7455,New York City landlord waives April rent for tenants during coronavirus outbreak,1996
7456,7456,Bored at home? Instagram-influencing 'Style Sisters' explain how to deep-clean your closet,1996
7457,7457,"This age is considered 'old,' according to a new survey",1996
7458,7458,"Coronavirus: Dictionary.com updates definitions, adds new words explaining COVID-19 outbreak",1996
7459,7459,"Regular exercise can help prevent coronavirus complications from worsening, study finds",1996
7460,7460,Minnesota photographer captures life under coronavirus lockdown with porch 'porchtraits',1996
7461,7461,Gym owners finding new ways to stay afloat amid coronavirus closures,1996
7462,7462,GA salon owners 'thrilled' to reopen as state eases coronavirus restrictions on businesses,1996
7463,7463,"Maryland WWII veteran, 96, gets mohawk haircut for coronavirus challenge",1997
7464,7464,Eva Longoria admits she's 'going gray' in quarantine: 'This is crazy!',1997
7465,7465,Model and influencer Iskra Lawrence announces birth of first child on Instagram: 'Baby P',1997
7466,7466,Fashion Nova slammed for suggesting customers shop with stimulus checks amid pandemic,1998
7467,7467,CDC adds 6 new coronavirus symptoms to list,1998
7468,7468,Coronavirus kills double-lung transplant patient known for daredevil lifestyle,1999
7469,7469,Critics accuse NJ mayor of campaigning door-to-door amid coronavirus pandemic: report,1999
7470,7470,"Coronavirus: Colorado Walmart allowed to reopen after 3 deaths, 11 cases linked to store",1999
7471,7471,Idaho mother apologizes after playground arrest amid coronavirus outbreak,1999
7472,7472,Georgia church converts youth ministry building into emergency isolation shelter,1999
7473,7473,"Pennsylvania teen sending coloring books, puzzles to seniors in nursing homes
",1999
7474,7474,Global movement to pray for health care workers amid coronavirus pandemic,2000
7475,7475,"Spanish taxi drivers, chauffeurs go the extra distance to help amid coronavirus pandemic",2000
7476,7476,"Georgia state senator's 'second chance at life' after surviving coronavirus, giving plasma",2000
7477,7477,"
Fed's interest rate cuts impacts savings, credit and loans — here's how you can save money",2000
7478,7478,What happens when you have debt in collections?,2000
7479,7479,How can negative interest rates net you loan savings?,2000
7480,7480,The basics of closing on a home and buyer fees,2000
7481,7481,"
5 things you can use student loans for (besides tuition)",2002
7482,7482,Georgia church converts youth ministry building into emergency isolation shelter,2002
7483,7483,"Pennsylvania teen sending coloring books, puzzles to seniors in nursing homes",2002
7484,7484,Global movement to pray for health care workers amid coronavirus pandemic,2003
7485,7485,"Spanish taxi drivers, chauffeurs go the extra distance to help amid coronavirus pandemic",2003
7486,7486,"Georgia state senator's 'second chance at life' after surviving coronavirus, giving plasma",2003
7487,7487,"The Next Revolution w/ Steve Hilton - Sunday, April 26",2003
7488,7488,"Life, Liberty & Levin - Sunday, April 26",2003
7489,7489,"Fox News Sunday - Sunday, April 26",2003
7490,7490,"Sunday Morning Futures w/ Maria Bartiromo - Sunday, April 26",2003
7491,7491,"Media Buzz - Sunday, April 26",2003
7492,7492,Coronavirus rocks country music with tour postponements,2003
